Bairros;Valores;Informações;Descricao
"Blumenau, Ponta Aguda
Cód.: 35715829";R$ 500.000,00;"3 quartos
4 vagas
107,6 m²";Casa no Bairro Ponta Aguda em Blumenau com 3 Dormitórios e 107.57 m² - 35715829
"Blumenau, Velha Central
Cód.: 1466-ven";R$ 500.000,00;"3 quartos
3 vagas";Casa no Bairro Velha Central em Blumenau com 3 Dormitórios - 1466-ven
"Blumenau, Progresso
Cód.: CA0686";R$ 500.000,00;"2 quartos
2 vagas
139,0 m²";Casa no Bairro Progresso em Blumenau com 2 Dormitórios e 139 m² - CA0686
"Blumenau, Fortaleza Alta
Cód.: 70212446";R$ 520.000,00;"3 quartos
1 suíte
2 vagas
100,0 m²";Casa no Bairro Fortaleza Alta em Blumenau com 3 Dormitórios (1 suíte) e 100 m² - 70212446
"Blumenau, Vila Nova
Cód.: 35714253";R$ 528.060,00;"2 quartos
1 vaga
65,2 m²";Apartamento no Bairro Vila Nova em Blumenau com 2 Dormitórios e 65.15 m² - 35714253
"Blumenau, Valparaiso
Cód.: CA02344V";R$ 530.000,00;"4 quartos
4 vagas
130,0 m²";Casa no Bairro Valparaiso em Blumenau com 4 Dormitórios e 130 m² - CA02344V
"Blumenau, Fortaleza Alta
Cód.: 70212444";R$ 535.000,00;"3 quartos
1 suíte
2 vagas
100,0 m²";Casa no Bairro Fortaleza Alta em Blumenau com 3 Dormitórios (1 suíte) e 100 m² - 70212444
"Blumenau, Ribeirão Fresco
Cód.: 70212930";R$ 540.000,00;"2 quartos
2 suítes
2 vagas
158,0 m²";Casa no Bairro Ribeirão Fresco em Blumenau com 2 Dormitórios (2 suítes) e 158 m² - 70212930
"Blumenau, Vorstadt
Cód.: AP0071";R$ 545.000,00;"3 quartos
1 suíte
2 vagas
103,0 m²";Apartamento no Bairro Vorstadt em Blumenau com 3 Dormitórios (1 suíte) e 103 m² - AP0071
"Blumenau, Velha
Cód.: CO0001";R$ 550.000,00;"3 quartos
1 suíte
2 vagas
102,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 102 m² - CO0001
"Blumenau, Itoupava Norte
Cód.: 3110796";R$ 550.000,00;"3 quartos
1 suíte
2 vagas
111,7 m²";Casa no Bairro Itoupava Norte em Blumenau com 3 Dormitórios (1 suíte) e 111.66 m² - 3110796
"Blumenau, Jardim Blumenau
Cód.: AP1253";R$ 550.000,00;"3 quartos
1 suíte
2 vagas
92,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (1 suíte) e 92 m² - AP1253
"Blumenau, Água Verde
Cód.: 4658";R$ 550.000,00;"3 quartos
1 suíte
2 vagas
71,2 m²";Apartamento no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 71.22 m² - 4658
"Blumenau, Escola Agrícola
Cód.: 3491352";R$ 550.000,00;"4 quartos
2 vagas
190,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 4 Dormitórios e 190 m² - 3491352
"Blumenau, Valparaiso
Cód.: 2105";R$ 554.990,00;"3 quartos
1 suíte
2 vagas
96,0 m²";Casa no Bairro Valparaiso em Blumenau com 3 Dormitórios (1 suíte) e 96 m² - 2105
"Blumenau, Velha
Cód.: AP1586";R$ 570.000,00;"2 quartos
2 suítes
2 vagas
81,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 81 m² - AP1586
"Blumenau, Velha
Cód.: 7029406";R$ 574.000,00;"3 quartos
1 suíte
2 vagas
78,3 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 78.29 m² - 7029406
"Blumenau, Valparaiso
Cód.: 2104";R$ 574.990,00;"3 quartos
1 suíte
2 vagas
99,0 m²";Casa no Bairro Valparaiso em Blumenau com 3 Dormitórios (1 suíte) e 99 m² - 2104
"Blumenau, Vila Nova
Cód.: AP0052";R$ 580.000,00;"2 quartos
2 suítes
1 vaga
77,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 2 Dormitórios (2 suítes) e 77 m² - AP0052
"Blumenau, Velha
Cód.: CA02893V";R$ 580.000,00;"2 quartos
2 suítes
2 vagas
78,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 78 m² - CA02893V
"Blumenau, Garcia
Cód.: AP3118";R$ 580.000,00;"3 quartos
1 suíte
86,0 m²";Apartamento no Bairro Garcia em Blumenau com 3 Dormitórios (1 suíte) e 86 m² - AP3118
"Blumenau, Velha
Cód.: 205";R$ 580.000,00;"2 quartos
2 suítes
1 vaga
120,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 120 m² - 205
"Blumenau, Salto
Cód.: 1466";R$ 589.990,00;"2 quartos
1 suíte
2 vagas
101,0 m²";Apartamento no Bairro Salto em Blumenau com 2 Dormitórios (1 suíte) e 101 m² - 1466
"Blumenau, Velha
Cód.: 7029407";R$ 590.000,00;"3 quartos
1 suíte
2 vagas
81,6 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 81.61 m² - 7029407
"Blumenau, Itoupava Norte
Cód.: 2582";R$ 590.000,00;"3 quartos
1 suíte
2 vagas
115,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 3 Dormitórios (1 suíte) e 115 m² - 2582
"Blumenau, Vila Nova
Cód.: SO0066";R$ 590.000,00;"3 quartos
1 suíte
1 vaga
92,0 m²";Casa no Bairro Vila Nova em Blumenau com 3 Dormitórios (1 suíte) e 92 m² - SO0066
"Blumenau, Escola Agrícola
Cód.: AP07485V";R$ 590.000,00;"2 quartos
2 suítes
2 vagas
84,5 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (2 suítes) e 84.45 m² - AP07485V
"Blumenau, Água Verde
Cód.: 3898";R$ 595.000,00;"3 quartos
1 suíte
1 vaga
108,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 108 m² - 3898
"Blumenau, Velha
Cód.: 3669";R$ 600.000,00;"3 quartos
2 vagas
119,1 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios e 119.08 m² - 3669
"Blumenau, Itoupava Norte
Cód.: 35717652";R$ 600.000,00;"3 quartos
2 vagas
99,3 m²";Casa no Bairro Itoupava Norte em Blumenau com 3 Dormitórios e 99.33 m² - 35717652
"Blumenau, Fortaleza
Cód.: AP0148";R$ 610.000,00;"2 quartos
1 suíte
2 vagas
78,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 2 Dormitórios (1 suíte) e 78 m² - AP0148
"Blumenau, Garcia
Cód.: 4121224";R$ 640.000,00;"3 quartos
1 suíte
2 vagas
150,0 m²";Casa no Bairro Garcia em Blumenau com 3 Dormitórios (1 suíte) e 150 m² - 4121224
"Blumenau, Vorstadt
Cód.: AP0072";R$ 649.000,00;"3 quartos
1 suíte
2 vagas
120,0 m²";Apartamento no Bairro Vorstadt em Blumenau com 3 Dormitórios (1 suíte) e 120 m² - AP0072
"Blumenau, Fortaleza
Cód.: CA0856";R$ 650.000,00;"6 vagas
123,0 m²";Casa no Bairro Fortaleza em Blumenau com 123 m² - CA0856
"Blumenau, Escola Agrícola
Cód.: 6004972";R$ 650.000,00;"3 quartos
1 suíte
3 vagas
283,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 283 m² - 6004972
"Blumenau, Água Verde
Cód.: 35713183";R$ 650.000,00;"3 quartos
3 vagas
120,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios e 120 m² - 35713183
"Blumenau, Escola Agrícola
Cód.: 70214298";R$ 658.742,00;"2 quartos
1 vaga
116,6 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 116.56 m² - 70214298
"Blumenau, Escola Agrícola
Cód.: AP00097V";R$ 658.742,31;"3 quartos
1 suíte
1 vaga
116,6 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 116.56 m² - AP00097V
"Blumenau, Tribess
Cód.: CA02143V";R$ 670.000,00;"3 quartos
2 vagas
175,8 m²";Casa no Bairro Tribess em Blumenau com 3 Dormitórios e 175.75 m² - CA02143V
"Blumenau, Escola Agrícola
Cód.: AP1366";R$ 680.000,00;"3 quartos
1 suíte
2 vagas
89,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 89 m² - AP1366
"Blumenau, Velha Central
Cód.: 35719441";R$ 680.000,00;"3 quartos
1 suíte
2 vagas
140,9 m²";Casa no Bairro Velha Central em Blumenau com 3 Dormitórios (1 suíte) e 140.91 m² - 35719441
"Blumenau, Velha
Cód.: CA0312";R$ 680.000,00;"3 quartos
1 suíte
2 vagas
199,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 199 m² - CA0312
"Blumenau, Velha
Cód.: CA0503-V";R$ 680.000,00;"3 quartos
1 suíte
3 vagas
172,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 172 m² - CA0503-V
"Blumenau, Salto
Cód.: CA0940";R$ 680.000,00;"3 quartos
2 suítes
3 vagas
286,0 m²";Casa no Bairro Salto em Blumenau com 3 Dormitórios (2 suítes) e 286 m² - CA0940
"Blumenau, Velha
Cód.: 3319242";R$ 690.000,00;"2 quartos
2 suítes
1 vaga
104,7 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 104.74 m² - 3319242
"Blumenau, Velha
Cód.: 6290362";R$ 695.000,00;"3 quartos
1 suíte
2 vagas
141,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 141 m² - 6290362
"Blumenau, Velha
Cód.: 6004624";R$ 695.000,00;"3 quartos
1 suíte
2 vagas";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) - 6004624
"Blumenau, Água Verde
Cód.: 3870929";R$ 700.000,00;"5 quartos
3 vagas
232,5 m²";Casa no Bairro Água Verde em Blumenau com 5 Dormitórios e 232.49 m² - 3870929
"Blumenau, Vorstadt
Cód.: 3317771";R$ 708.000,00;"3 quartos
1 suíte
2 vagas
100,6 m²";Apartamento no Bairro Vorstadt em Blumenau com 3 Dormitórios (1 suíte) e 100.6 m² - 3317771
"Blumenau, Velha
Cód.: 3319380";R$ 720.000,00;"3 quartos
1 suíte
5 vagas
140,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 140 m² - 3319380
"Blumenau, Água Verde
Cód.: SO0447";R$ 730.000,00;"3 quartos
1 suíte
2 vagas
143,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 143 m² - SO0447
"Blumenau, Velha
Cód.: 206";R$ 730.000,00;"3 quartos
1 suíte
1 vaga
120,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 120 m² - 206
"Blumenau, Escola Agrícola
Cód.: 4120598";R$ 750.000,00;"3 quartos
1 suíte
2 vagas
169,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 169 m² - 4120598
"Blumenau, Velha
Cód.: 6320198";R$ 750.000,00;"3 quartos
1 suíte
5 vagas
236,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 236 m² - 6320198
"Blumenau, Itoupavazinha
Cód.: CA2090";R$ 750.000,00;"3 quartos
1 suíte
2 vagas
246,0 m²";Casa no Bairro Itoupavazinha em Blumenau com 3 Dormitórios (1 suíte) e 246 m² - CA2090
"Blumenau, Vila Nova
Cód.: AP0215";R$ 770.537,00;"3 quartos
3 suítes
2 vagas
111,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 111 m² - AP0215
"Blumenau, Vila Nova
Cód.: AP0421";R$ 779.000,00;"3 quartos
3 suítes
1 vaga
81,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 81 m² - AP0421
"Blumenau, Garcia
Cód.: 0558";R$ 780.000,00;"2 quartos
2 suítes
3 vagas
145,2 m²";Casa no Bairro Garcia em Blumenau com 2 Dormitórios (2 suítes) e 145.15 m² - 0558
"Blumenau, Itoupava Seca
Cód.: AP0086";R$ 796.243,06;"3 quartos
2 suítes
2 vagas
82,0 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 3 Dormitórios (2 suítes) e 82 m² - AP0086
"Blumenau, Escola Agrícola
Cód.: 1841";R$ 799.900,00;"3 quartos
3 suítes
3 vagas
93,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (3 suítes) e 93 m² - 1841
"Blumenau, Garcia
Cód.: 6310941";R$ 800.000,00;"2 quartos
2 suítes
3 vagas
145,2 m²";Casa no Bairro Garcia em Blumenau com 2 Dormitórios (2 suítes) e 145.15 m² - 6310941
"Blumenau, Escola Agrícola
Cód.: 1900";R$ 819.990,00;"4 quartos
2 vagas
185,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 4 Dormitórios e 185 m² - 1900
"Blumenau, Água Verde
Cód.: SO0225";R$ 830.000,00;"2 quartos
1 suíte
3 vagas
134,0 m²";Casa no Bairro Água Verde em Blumenau com 2 Dormitórios (1 suíte) e 134 m² - SO0225
"Blumenau, Jardim Blumenau
Cód.: AP07348V";R$ 832.000,00;"3 quartos
1 suíte
2 vagas
87,9 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (1 suíte) e 87.92 m² - AP07348V
"Blumenau, Velha
Cód.: 6312153";R$ 850.000,00;"3 quartos
3 suítes
2 vagas
107,1 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 107.14 m² - 6312153
"Blumenau, Velha
Cód.: CA0703";R$ 869.000,00;"3 quartos
1 suíte
3 vagas
169,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 169 m² - CA0703
"Blumenau, Fortaleza
Cód.: SO0030";R$ 870.599,65;"3 quartos
1 suíte
2 vagas
150,0 m²";Casa no Bairro Fortaleza em Blumenau com 3 Dormitórios (1 suíte) e 150 m² - SO0030
"Blumenau, Vila Nova
Cód.: AP0043";R$ 899.000,00;"3 quartos
3 suítes
3 vagas
121,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 121 m² - AP0043
"Blumenau, Velha
Cód.: AP1065";R$ 910.000,00;"3 quartos
3 suítes
2 vagas
110,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 110 m² - AP1065
"Blumenau, Fortaleza
Cód.: 1822";R$ 949.990,00;"5 quartos
1 suíte
2 vagas
182,6 m²";Casa no Bairro Fortaleza em Blumenau com 5 Dormitórios (1 suíte) e 182.6 m² - 1822
"Blumenau, Itoupava Norte
Cód.: CA01823V";R$ 950.000,00;"8 quartos
4 vagas
286,2 m²";Casa no Bairro Itoupava Norte em Blumenau com 8 Dormitórios e 286.24 m² - CA01823V
"Blumenau, Velha
Cód.: 3319496";R$ 955.000,00;"3 quartos
3 suítes
2 vagas
111,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 111 m² - 3319496
"Blumenau, Vila Nova
Cód.: CA1427";R$ 1.000.000,00;"5 quartos
1 vaga
119,0 m²";Casa no Bairro Vila Nova em Blumenau com 5 Dormitórios e 119 m² - CA1427
"Blumenau, Velha
Cód.: 6160241";R$ 1.050.000,00;"4 quartos
1 suíte
4 vagas
230,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (1 suíte) e 230 m² - 6160241
"Blumenau, Água Verde
Cód.: 3771281";R$ 1.100.000,00;"3 quartos
1 suíte
2 vagas
184,1 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 184.12 m² - 3771281
"Blumenau, Velha
Cód.: 3319227";R$ 1.100.000,00;"4 quartos
1 vaga
140,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios e 140 m² - 3319227
"Blumenau, Velha
Cód.: 2004";R$ 1.190.000,00;"3 quartos
3 suítes
4 vagas
200,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 200 m² - 2004
"Blumenau, Velha
Cód.: 4160414";R$ 1.199.000,00;"3 quartos
1 suíte
2 vagas
260,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 260 m² - 4160414
"Blumenau, Ponta Aguda
Cód.: SO0045";R$ 1.290.000,00;"3 quartos
3 suítes
4 vagas
166,0 m²";Casa no Bairro Ponta Aguda em Blumenau com 3 Dormitórios (3 suítes) e 166 m² - SO0045
"Blumenau, Escola Agrícola
Cód.: CA0273";R$ 1.300.000,00;"3 quartos
3 suítes
4 vagas
246,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (3 suítes) e 246 m² - CA0273
"Blumenau, Escola Agrícola
Cód.: 3319160";R$ 1.300.000,00;"3 quartos
3 suítes
4 vagas
246,6 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (3 suítes) e 246.59 m² - 3319160
"Blumenau, Escola Agrícola
Cód.: CA2134";R$ 1.300.000,00;"3 quartos
3 suítes
4 vagas
238,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (3 suítes) e 238 m² - CA2134
"Blumenau, Escola Agrícola
Cód.: 3319161";R$ 1.300.000,00;"3 quartos
3 suítes
4 vagas
251,6 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (3 suítes) e 251.62 m² - 3319161
"Blumenau, Salto Norte
Cód.: 6160158";R$ 1.300.000,00;"3 quartos
1 suíte
4 vagas
181,0 m²";Casa no Bairro Salto Norte em Blumenau com 3 Dormitórios (1 suíte) e 181 m² - 6160158
"Blumenau, Vila Nova
Cód.: 6310712";R$ 1.316.683,00;"3 quartos
3 suítes
2 vagas
149,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 149 m² - 6310712
"Blumenau, Velha
Cód.: CA03111V";R$ 1.350.000,00;"3 quartos
1 suíte
3 vagas
261,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 261 m² - CA03111V
"Blumenau, Escola Agrícola
Cód.: 3319152";R$ 1.360.000,00;"3 quartos
3 suítes
4 vagas
202,1 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (3 suítes) e 202.1 m² - 3319152
"Blumenau, Escola Agrícola
Cód.: CA0271";R$ 1.360.000,00;"3 quartos
3 suítes
4 vagas
202,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (3 suítes) e 202 m² - CA0271
"Blumenau, Vorstadt
Cód.: CO0010";R$ 1.369.900,00;"3 quartos
3 suítes
3 vagas
198,0 m²";Apartamento no Bairro Vorstadt em Blumenau com 3 Dormitórios (3 suítes) e 198 m² - CO0010
"Blumenau, Velha
Cód.: 1480 C";R$ 1.400.000,00;;Casa no Bairro Velha em Blumenau - 1480 C
"Blumenau, Centro
Cód.: CA0072";R$ 1.400.000,00;"3 quartos
1 suíte
3 vagas
276,0 m²";Casa no Bairro Centro em Blumenau com 3 Dormitórios (1 suíte) e 276 m² - CA0072
"Blumenau, Velha
Cód.: AP1663";R$ 1.490.000,00;"2 quartos
2 suítes
3 vagas";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) - AP1663
"Blumenau, Vorstadt
Cód.: CA0892";R$ 1.650.000,00;"5 quartos
4 suítes
6 vagas
448,0 m²";Casa no Bairro Vorstadt em Blumenau com 5 Dormitórios (4 suítes) e 448 m² - CA0892
"Blumenau, Vila Nova
Cód.: AP1882";R$ 1.750.000,00;"3 quartos
3 suítes
3 vagas
151,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 151 m² - AP1882
"Blumenau, Jardim Blumenau
Cód.: CO0024";R$ 1.750.000,00;"3 quartos
3 suítes
3 vagas
200,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (3 suítes) e 200 m² - CO0024
"Blumenau, Itoupava Central
Cód.: CA0838";R$ 1.785.000,00;"3 quartos
3 suítes
2 vagas
320,0 m²";Casa no Bairro Itoupava Central em Blumenau com 3 Dormitórios (3 suítes) e 320 m² - CA0838
"Blumenau, Velha
Cód.: CA0591";R$ 1.850.000,00;"4 quartos
1 suíte
5 vagas
415,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (1 suíte) e 415 m² - CA0591
"Blumenau, Garcia
Cód.: 2014-V";R$ 2.099.990,00;"5 quartos
2 suítes
3 vagas
261,0 m²";Casa no Bairro Garcia em Blumenau com 5 Dormitórios (2 suítes) e 261 m² - 2014-V
"Blumenau, Itoupava Central
Cód.: CA0399";R$ 2.200.000,00;"4 quartos
3 suítes
3 vagas
377,0 m²";Casa no Bairro Itoupava Central em Blumenau com 4 Dormitórios (3 suítes) e 377 m² - CA0399
"Blumenau, Vila Formosa
Cód.: AP2293";R$ 2.227.456,45;"4 quartos
4 suítes
3 vagas
199,0 m²";Apartamento no Bairro Vila Formosa em Blumenau com 4 Dormitórios (4 suítes) e 199 m² - AP2293
"Blumenau, Victor Konder
Cód.: 3319322";R$ 2.695.000,00;"4 quartos
4 suítes
3 vagas
172,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 4 Dormitórios (4 suítes) e 172 m² - 3319322
"Blumenau, Velha
Cód.: CA0177";R$ 2.815.000,00;"3 quartos
1 suíte
4 vagas
390,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 390 m² - CA0177
"Blumenau, Ponta Aguda
Cód.: 3771042";R$ 3.000.000,00;"4 quartos
4 suítes
3 vagas
279,7 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 4 Dormitórios (4 suítes) e 279.68 m² - 3771042
"Blumenau, Velha
Cód.: 1960";R$ 395.000,00;"2 quartos
1 vaga
59,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios e 59 m² - 1960
"Blumenau, Escola Agrícola
Cód.: 6004685";R$ 450.000,00;"2 quartos
2 suítes
2 vagas
93,8 m²";Casa no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (2 suítes) e 93.77 m² - 6004685
"Blumenau, Vila Nova
Cód.: 4121182";R$ 510.000,00;"2 quartos
1 vaga
105,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 2 Dormitórios e 105 m² - 4121182
"Blumenau, Vila Nova
Cód.: 3876";R$ 668.100,00;"2 quartos
2 suítes
1 vaga
83,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 2 Dormitórios (2 suítes) e 83 m² - 3876
"Blumenau, Itoupava Seca
Cód.: AP0046";R$ 950.000,00;"2 quartos
1 suíte
2 vagas
134,0 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 2 Dormitórios (1 suíte) e 134 m² - AP0046
"Blumenau, Garcia
Cód.: CA0037";R$ 1.430.000,00;"5 quartos
3 suítes
5 vagas
231,0 m²";Casa no Bairro Garcia em Blumenau com 5 Dormitórios (3 suítes) e 231 m² - CA0037
"Blumenau, Velha Central
Cód.: 5006979";R$ 260.000,00;"3 quartos
1 vaga
65,8 m²";Apartamento no Bairro Velha Central em Blumenau com 3 Dormitórios e 65.78 m² - 5006979
"Blumenau, Velha Central
Cód.: 6311683";R$ 350.000,00;"2 quartos
1 vaga
73,3 m²";Casa no Bairro Velha Central em Blumenau com 2 Dormitórios e 73.25 m² - 6311683
"Blumenau, Água Verde
Cód.: AP1318";R$ 399.000,00;"2 quartos
1 vaga
65,0 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios e 65 m² - AP1318
"Blumenau, Velha
Cód.: CA147";R$ 430.000,00;"2 quartos
1 suíte
2 vagas
76,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (1 suíte) e 76 m² - CA147
"Blumenau, Progresso
Cód.: CA2127";R$ 750.000,00;"3 quartos
3 vagas
149,0 m²";Casa no Bairro Progresso em Blumenau com 3 Dormitórios e 149 m² - CA2127
"Blumenau, Itoupava Seca
Cód.: 1336572";R$ 904.500,00;"3 quartos
3 suítes
2 vagas
103,0 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 3 Dormitórios (3 suítes) e 103 m² - 1336572
"Blumenau, Velha
Cód.: 3315702";R$ 1.490.000,00;"3 quartos
1 suíte
5 vagas
292,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 292 m² - 3315702
"Blumenau, Vila Nova
Cód.: AP1551";R$ 2.200.000,00;"3 quartos
3 suítes
3 vagas
171,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 171 m² - AP1551
"Blumenau, Itoupava Central
Cód.: AP2407";R$ 210.000,00;"2 quartos
1 vaga
60,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 60 m² - AP2407
"Blumenau, Valparaiso
Cód.: CA0110";R$ 350.000,00;"3 quartos
125,0 m²";Casa no Bairro Valparaiso em Blumenau com 3 Dormitórios e 125 m² - CA0110
"Blumenau, Água Verde
Cód.: 5006928";R$ 399.000,00;"2 quartos
1 vaga
67,0 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios e 67 m² - 5006928
"Blumenau, Passo Manso
Cód.: CA0103";R$ 490.000,00;"3 quartos
3 suítes
5 vagas";Casa no Bairro Passo Manso em Blumenau com 3 Dormitórios (3 suítes) - CA0103
"Blumenau, Itoupava Norte
Cód.: 3036";R$ 510.000,00;"3 quartos
1 suíte
123,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 3 Dormitórios (1 suíte) e 123 m² - 3036
