Bairros,Valores,Quartos,Suítes,Vagas,Tamanho,Tipo
Fidelis,445582.0,3.0,1.0,2.0,70.8,Apartamento
Itoupava Central,445582.0,3.0,1.0,2.0,70.0,Apartamento
Escola Agrícola,447786.0,2.0,1.0,1.0,59.0,Apartamento
Fidelis,447846.0,2.0,1.0,1.0,61.5,Apartamento
Fidelis,449015.0,3.0,1.0,1.0,70.8,Apartamento
Fidelis,449538.0,3.0,1.0,1.0,70.8,Apartamento
Escola Agrícola,450000.0,2.0,1.0,2.0,66.0,Apartamento
Salto Norte,450000.0,2.0,2.0,2.0,107.0,Casa
Vila Nova,450000.0,2.0,2.0,2.0,92.0,Casa
Velha,450000.0,1.0,0.0,1.0,45.0,Apartamento
Fortaleza,450000.0,2.0,0.0,1.0,60.0,Apartamento
Itoupava Seca,450000.0,1.0,1.0,2.0,47.0,Apartamento
Velha,450000.0,2.0,0.0,2.0,61.0,Apartamento
Velha,450000.0,2.0,1.0,1.0,74.0,Apartamento
Escola Agrícola,450000.0,2.0,1.0,1.0,63.0,Apartamento
Velha,450000.0,1.0,0.0,1.0,45.1,Apartamento
Ponta Aguda,450000.0,2.0,0.0,1.0,66.9,Apartamento
Escola Agrícola,450000.0,2.0,1.0,1.0,66.0,Apartamento
Escola Agrícola,450000.0,2.0,1.0,2.0,75.0,Apartamento
Tribess,450000.0,3.0,1.0,2.0,110.4,Apartamento
Velha,450000.0,1.0,0.0,1.0,45.0,Apartamento
Velha,450000.0,2.0,1.0,1.0,67.6,Apartamento
Velha,450000.0,3.0,1.0,1.0,82.0,Apartamento
Velha,450000.0,2.0,1.0,1.0,70.0,Apartamento
Velha Central,450000.0,3.0,1.0,1.0,101.7,Casa
Velha,450000.0,2.0,1.0,1.0,72.6,Apartamento
Fortaleza,450000.0,3.0,1.0,1.0,89.0,Apartamento
Tribess,450000.0,3.0,1.0,2.0,89.5,Apartamento
Velha,450000.0,3.0,1.0,1.0,110.0,Casa
Itoupava Norte,450000.0,2.0,0.0,2.0,72.0,Casa
Itoupava Norte,450000.0,2.0,0.0,2.0,72.9,Casa
Velha,450000.0,3.0,1.0,1.0,92.3,Apartamento
Salto Norte,450000.0,3.0,1.0,1.0,118.0,Casa
Fortaleza,450000.0,2.0,0.0,1.0,80.8,Apartamento
Fortaleza,450000.0,2.0,1.0,1.0,81.0,Apartamento
Velha,450000.0,3.0,1.0,1.0,95.0,Casa
Velha,450000.0,2.0,1.0,2.0,90.0,Apartamento
Itoupava Seca,450000.0,3.0,0.0,1.0,115.0,Apartamento
Velha,450000.0,3.0,1.0,2.0,95.0,Apartamento
Velha,450000.0,3.0,1.0,2.0,106.0,Apartamento
Itoupava Central,450000.0,3.0,1.0,3.0,194.4,Casa
Itoupava Central,450000.0,4.0,1.0,2.0,200.0,Casa
Itoupavazinha,450000.0,4.0,1.0,2.0,217.0,Casa
Salto Norte,450000.0,4.0,0.0,2.0,292.0,Casa
Fidelis,450037.0,3.0,1.0,2.0,70.8,Apartamento
Vila Nova,451500.0,1.0,1.0,1.0,57.0,Apartamento
Escola Agrícola,452096.0,2.0,1.0,1.0,59.8,Apartamento
Garcia,455000.0,1.0,1.0,1.0,63.3,Apartamento
Garcia,455000.0,2.0,1.0,1.0,63.3,Apartamento
Fidelis,457995.0,3.0,1.0,1.0,70.8,Apartamento
Velha,459000.0,2.0,2.0,2.0,90.0,Casa
Velha,459000.0,2.0,2.0,2.0,96.0,Casa
Escola Agrícola,460000.0,2.0,2.0,2.0,92.0,Casa
Itoupava Norte,460000.0,4.0,1.0,2.0,139.0,Casa
Velha,460000.0,3.0,1.0,2.0,118.3,Casa
Garcia,460000.0,2.0,0.0,1.0,57.0,Apartamento
Velha Central,460000.0,3.0,1.0,2.0,111.6,Casa
Fidelis,460000.0,3.0,1.0,2.0,124.0,Casa
Garcia,460000.0,2.0,0.0,1.0,88.5,Apartamento
Garcia,460000.0,3.0,0.0,1.0,88.5,Apartamento
Itoupava Central,463539.0,3.0,1.0,1.0,70.0,Apartamento
Fidelis,463539.0,3.0,1.0,1.0,70.8,Apartamento
Itoupava Norte,463539.0,3.0,1.0,1.0,70.8,Apartamento
Itoupava Central,464261.0,3.0,1.0,2.0,70.0,Apartamento
Vila Nova,465000.0,2.0,0.0,1.0,72.0,Apartamento
Itoupavazinha,469000.0,3.0,1.0,1.0,99.6,Casa
Fortaleza,469000.0,3.0,1.0,1.0,70.9,Apartamento
Itoupava Norte,469000.0,2.0,1.0,2.0,80.0,Apartamento
Escola Agrícola,469000.0,3.0,1.0,2.0,120.0,Apartamento
Garcia,470000.0,2.0,1.0,1.0,62.5,Apartamento
Escola Agrícola,470000.0,3.0,1.0,1.0,118.0,Casa
Garcia,470000.0,2.0,0.0,0.0,192.5,Casa
Fortaleza,470000.0,2.0,0.0,1.0,57.0,Apartamento
Victor Konder,470000.0,2.0,1.0,1.0,68.0,Apartamento
Água Verde,470000.0,2.0,1.0,2.0,93.5,Apartamento
Salto Norte,470000.0,3.0,0.0,6.0,187.0,Casa
Vorstadt,470000.0,3.0,1.0,1.0,90.0,Casa
Glória,470000.0,2.0,0.0,2.0,192.0,Casa
Itoupava Seca,474384.0,2.0,1.0,1.0,54.3,Apartamento
Fortaleza Alta,475000.0,2.0,1.0,2.0,61.8,Casa
Itoupava Norte,475000.0,2.0,2.0,1.0,105.0,Casa
Garcia,475000.0,2.0,0.0,1.0,78.0,Apartamento
Vorstadt,475000.0,3.0,1.0,1.0,171.0,Casa
Salto Weissbach,477000.0,2.0,1.0,1.0,77.0,Apartamento
Fortaleza,479000.0,3.0,1.0,1.0,70.9,Apartamento
Itoupava Norte,480000.0,2.0,1.0,2.0,68.0,Apartamento
Velha,480000.0,1.0,0.0,2.0,58.0,Apartamento
Velha,480000.0,1.0,0.0,2.0,58.0,Apartamento
Escola Agrícola,480000.0,2.0,1.0,2.0,66.0,Apartamento
Água Verde,480000.0,3.0,1.0,2.0,76.0,Apartamento
Itoupava Seca,480000.0,2.0,1.0,1.0,62.0,Apartamento
Velha,480000.0,2.0,1.0,1.0,72.6,Apartamento
Água Verde,480000.0,3.0,1.0,2.0,110.3,Casa
Salto Weissbach,480000.0,2.0,1.0,1.0,89.0,Apartamento
Água Verde,480000.0,2.0,1.0,1.0,79.0,Apartamento
Água Verde,480000.0,2.0,1.0,1.0,79.0,Apartamento
Fortaleza,480000.0,3.0,1.0,2.0,114.0,Casa
Itoupava Norte,480000.0,2.0,1.0,2.0,71.6,Apartamento
Fortaleza,480000.0,3.0,1.0,1.0,70.0,Apartamento
Fortaleza,480000.0,3.0,1.0,1.0,70.0,Apartamento
Água Verde,480000.0,3.0,1.0,2.0,80.0,Apartamento
Água Verde,480000.0,2.0,1.0,1.0,108.0,Apartamento
Água Verde,480000.0,3.0,1.0,3.0,92.8,Casa
Vila Nova,480000.0,3.0,1.0,1.0,92.1,Apartamento
Vila Nova,480000.0,3.0,1.0,3.0,128.7,Apartamento
Glória,480000.0,3.0,1.0,2.0,250.0,Casa
Escola Agrícola,480000.0,2.0,0.0,1.0,118.0,Casa
Progresso,480000.0,2.0,2.0,1.0,158.0,Casa
Progresso,480000.0,3.0,1.0,5.0,115.0,Casa
Fidelis,484396.0,3.0,1.0,1.0,70.8,Apartamento
Água Verde,485000.0,2.0,2.0,2.0,93.0,Casa
Vila Formosa,485000.0,3.0,1.0,1.0,92.9,Apartamento
Vila Formosa,485000.0,3.0,1.0,1.0,130.0,Apartamento
Itoupava Seca,486512.0,2.0,1.0,1.0,54.3,Apartamento
Victor Konder,486512.0,2.0,1.0,1.0,55.0,Apartamento
Itoupava Seca,487301.0,2.0,1.0,1.0,54.3,Apartamento
Itoupava Seca,487416.0,2.0,1.0,1.0,54.3,Apartamento
Itoupava Seca,487416.0,1.0,0.0,1.0,47.4,Apartamento
Velha,487887.0,3.0,1.0,2.0,86.0,Apartamento
Escola Agrícola,490000.0,3.0,1.0,2.0,109.9,Casa
Escola Agrícola,490000.0,3.0,3.0,2.0,110.0,Casa
Itoupavazinha,490000.0,4.0,0.0,1.0,337.0,Casa
Velha,490000.0,3.0,1.0,2.0,101.0,Casa
Fortaleza,490000.0,3.0,1.0,1.0,70.0,Apartamento
Fortaleza,490000.0,3.0,1.0,1.0,64.0,Apartamento
Garcia,490000.0,3.0,1.0,2.0,86.0,Apartamento
Tribess,490000.0,3.0,1.0,2.0,103.4,Casa
Tribess,490000.0,3.0,1.0,2.0,103.4,Casa
Tribess,490000.0,3.0,1.0,2.0,103.4,Casa
Tribess,490000.0,3.0,1.0,2.0,107.2,Casa
Velha,490000.0,2.0,2.0,1.0,68.0,Apartamento
Água Verde,490000.0,3.0,1.0,2.0,110.0,Casa
Água Verde,490000.0,3.0,1.0,2.0,79.0,Apartamento
Água Verde,490000.0,3.0,1.0,2.0,79.0,Apartamento
Centro,490000.0,1.0,0.0,1.0,52.9,Apartamento
Escola Agrícola,490000.0,3.0,1.0,2.0,116.2,Casa
Fortaleza,490000.0,3.0,1.0,1.0,70.0,Apartamento
Fortaleza,490000.0,3.0,1.0,1.0,70.9,Apartamento
Fortaleza,490000.0,3.0,1.0,1.0,70.9,Apartamento
Água Verde,490000.0,2.0,1.0,1.0,74.0,Apartamento
Vila Nova,490000.0,3.0,1.0,1.0,129.0,Apartamento
Testo Salto,490000.0,2.0,1.0,2.0,200.0,Casa
Fidelis,493551.0,3.0,1.0,1.0,70.8,Apartamento
Velha Central,495000.0,2.0,2.0,2.0,78.0,Casa
Tribess,495000.0,3.0,0.0,0.0,181.0,Casa
Victor Konder,495000.0,3.0,1.0,2.0,88.0,Apartamento
Vila Nova,495000.0,2.0,1.0,2.0,81.0,Apartamento
Itoupava Seca,495000.0,2.0,2.0,2.0,81.8,Apartamento
Escola Agrícola,495000.0,3.0,3.0,2.0,125.0,Casa
Itoupava Seca,496000.0,2.0,1.0,1.0,68.0,Apartamento
Ponta Aguda,497000.0,0.0,0.0,0.0,200.0,Casa
Água Verde,497000.0,3.0,1.0,2.0,70.8,Apartamento
Velha Central,498000.0,4.0,1.0,3.0,146.0,Casa
Garcia,498000.0,3.0,1.0,6.0,180.0,Casa
Água Verde,499000.0,3.0,1.0,1.0,93.0,Apartamento
Velha,499000.0,3.0,1.0,2.0,131.0,Casa
Velha,499000.0,2.0,1.0,2.0,127.0,Casa
Água Verde,499000.0,2.0,1.0,2.0,68.0,Apartamento
Vila Nova,499000.0,2.0,1.0,2.0,81.8,Apartamento
Salto,499000.0,2.0,1.0,1.0,73.0,Apartamento
Água Verde,499000.0,3.0,1.0,1.0,93.0,Apartamento
Itoupava Norte,499900.0,3.0,0.0,2.0,102.0,Casa
Testo Salto,499990.0,2.0,1.0,2.0,200.0,Casa
Velha,499999.0,3.0,1.0,2.0,132.0,Casa
Itoupava Seca,500000.0,2.0,1.0,2.0,68.0,Apartamento
Itoupava Seca,500000.0,2.0,1.0,1.0,93.0,Apartamento
Velha,500000.0,2.0,2.0,2.0,105.0,Casa
Água Verde,500000.0,3.0,1.0,2.0,108.0,Apartamento
Água Verde,500000.0,3.0,0.0,2.0,102.0,Casa
Tribess,500000.0,3.0,1.0,2.0,103.0,Casa
Victor Konder,500000.0,4.0,1.0,2.0,146.0,Apartamento
Escola Agrícola,500000.0,2.0,0.0,2.0,220.0,Casa
Itoupava Norte,500000.0,3.0,0.0,1.0,147.0,Casa
Itoupava Seca,500342.0,2.0,1.0,1.0,48.9,Apartamento
Fidelis,502888.0,3.0,1.0,1.0,70.8,Apartamento
Vorstadt,505000.0,3.0,0.0,2.0,167.2,Casa
Fortaleza,510000.0,3.0,1.0,1.0,70.9,Apartamento
Vila Nova,510000.0,3.0,1.0,1.0,105.7,Apartamento
Fortaleza,510000.0,3.0,1.0,1.0,86.0,Apartamento
Badenfurt,510000.0,2.0,0.0,4.0,145.0,Casa
Fidelis,510432.0,3.0,1.0,1.0,70.8,Apartamento
Fidelis,512413.0,3.0,1.0,1.0,70.8,Apartamento
Vila Nova,519000.0,3.0,1.0,1.0,109.0,Apartamento
Itoupava Norte,520000.0,3.0,1.0,2.0,121.6,Casa
Itoupava Norte,520000.0,3.0,1.0,2.0,121.0,Casa
Itoupava Norte,520000.0,3.0,1.0,2.0,121.0,Casa
Itoupava Norte,520000.0,3.0,1.0,2.0,93.1,Casa
Vila Nova,520000.0,2.0,0.0,1.0,110.0,Casa
Garcia,520000.0,3.0,1.0,2.0,74.7,Apartamento
Garcia,520000.0,3.0,1.0,2.0,74.7,Apartamento
Itoupava Central,520000.0,3.0,0.0,3.0,110.6,Casa
Fortaleza Alta,520000.0,3.0,1.0,2.0,113.9,Casa
Itoupava Norte,520000.0,3.0,1.0,2.0,116.5,Casa
Escola Agrícola,520000.0,3.0,1.0,2.0,120.0,Apartamento
Victor Konder,520000.0,3.0,1.0,1.0,109.3,Apartamento
Victor Konder,520000.0,3.0,1.0,1.0,109.3,Apartamento
Centro,520000.0,3.0,1.0,1.0,185.0,Apartamento
Água Verde,520000.0,4.0,3.0,3.0,238.0,Casa
Tribess,520000.0,3.0,1.0,3.0,198.2,Casa
Fortaleza Alta,520000.0,3.0,1.0,2.0,113.0,Casa
Vorstadt,520000.0,3.0,1.0,2.0,272.0,Casa
Itoupava Seca,522028.0,1.0,0.0,1.0,71.5,Apartamento
Fidelis,522128.0,3.0,1.0,1.0,70.8,Apartamento
Fidelis,522128.0,3.0,1.0,1.0,70.8,Apartamento
Fidelis,522128.0,3.0,1.0,1.0,70.8,Apartamento
Fidelis,522128.0,3.0,1.0,1.0,70.8,Apartamento
Escola Agrícola,525000.0,5.0,1.0,1.0,150.0,Casa
Itoupava Norte,525000.0,2.0,2.0,1.0,74.3,Apartamento
Itoupava Central,525000.0,3.0,1.0,2.0,137.0,Casa
Vila Nova,527080.0,2.0,1.0,1.0,64.5,Apartamento
Victor Konder,527533.0,1.0,1.0,1.0,71.0,Apartamento
Itoupava Seca,528389.0,1.0,0.0,1.0,86.1,Apartamento
Escola Agrícola,529000.0,2.0,1.0,1.0,66.5,Apartamento
Victor Konder,530000.0,2.0,2.0,2.0,79.1,Apartamento
Vila Nova,530000.0,2.0,1.0,2.0,70.0,Apartamento
Vila Nova,530000.0,2.0,1.0,2.0,70.0,Apartamento
Vila Nova,530000.0,2.0,2.0,2.0,87.0,Apartamento
Passo Manso,530000.0,3.0,1.0,2.0,137.0,Casa
Itoupava Central,530000.0,3.0,2.0,2.0,123.0,Casa
Progresso,530000.0,2.0,1.0,2.0,94.0,Casa
Itoupava Central,530000.0,4.0,1.0,2.0,200.0,Casa
Fidelis,532037.0,3.0,1.0,1.0,70.8,Apartamento
Fidelis,532037.0,3.0,1.0,1.0,70.8,Apartamento
Fidelis,532037.0,3.0,1.0,1.0,70.8,Apartamento
Fidelis,532037.0,3.0,1.0,1.0,70.8,Apartamento
Vila Nova,532299.0,2.0,0.0,1.0,64.5,Apartamento
Itoupava Central,534990.0,2.0,1.0,2.0,85.9,Apartamento
Fidelis,534990.0,3.0,1.0,2.0,109.0,Casa
Garcia,535000.0,3.0,1.0,1.0,82.0,Apartamento
Fortaleza Alta,535000.0,3.0,1.0,2.0,113.9,Casa
Vila Nova,535000.0,3.0,1.0,1.0,111.1,Apartamento
Escola Agrícola,535000.0,3.0,1.0,2.0,124.3,Casa
Velha,535000.0,2.0,2.0,2.0,81.0,Apartamento
Velha Central,535000.0,5.0,0.0,2.0,192.4,Casa
Testo Salto,535000.0,5.0,0.0,0.0,297.5,Casa
Testo Salto,535000.0,5.0,0.0,1.0,298.0,Casa
Velha,535000.0,3.0,0.0,6.0,188.0,Casa
Testo Salto,535000.0,5.0,0.0,4.0,297.0,Casa
Velha,539000.0,3.0,1.0,2.0,134.0,Casa
Glória,540000.0,4.0,0.0,3.0,330.0,Casa
Garcia,540000.0,3.0,1.0,1.0,103.0,Apartamento
Garcia,540000.0,3.0,1.0,1.0,103.0,Apartamento
Tribess,540000.0,2.0,1.0,1.0,84.0,Apartamento
Itoupavazinha,540000.0,4.0,1.0,3.0,222.0,Casa
Vila Nova,542998.0,2.0,0.0,1.0,64.5,Apartamento
Velha,545280.0,3.0,1.0,2.0,90.0,Apartamento
Vila Nova,549000.0,2.0,1.0,2.0,70.0,Apartamento
Garcia,549000.0,3.0,1.0,2.0,205.7,Casa
Escola Agrícola,549000.0,2.0,1.0,2.0,75.0,Apartamento
Salto Norte,549000.0,3.0,0.0,2.0,143.0,Casa
Vila Nova,549726.0,2.0,0.0,1.0,64.0,Apartamento
Vila Nova,549726.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,549726.0,2.0,1.0,1.0,66.0,Apartamento
Fortaleza,549900.0,3.0,1.0,2.0,140.0,Casa
Itoupava Central,549990.0,3.0,1.0,3.0,238.0,Casa
Itoupava Central,549990.0,2.0,0.0,2.0,128.3,Casa
Itoupava Central,549990.0,6.0,0.0,3.0,210.0,Casa
Itoupava Seca,550000.0,2.0,1.0,1.0,69.6,Apartamento
Itoupava Seca,550000.0,2.0,1.0,1.0,61.0,Apartamento
Escola Agrícola,550000.0,3.0,1.0,1.0,72.0,Apartamento
Vila Nova,550000.0,2.0,1.0,2.0,74.0,Apartamento
Itoupava Norte,550000.0,2.0,1.0,1.0,71.0,Apartamento
Itoupava Norte,550000.0,2.0,1.0,1.0,87.0,Apartamento
Itoupava Seca,550000.0,2.0,2.0,2.0,75.3,Apartamento
Vila Nova,550000.0,2.0,1.0,2.0,74.0,Apartamento
Água Verde,550000.0,3.0,1.0,1.0,72.0,Apartamento
Água Verde,550000.0,3.0,1.0,1.0,72.0,Apartamento
Vila Nova,550000.0,2.0,1.0,2.0,74.0,Apartamento
Vila Formosa,550000.0,3.0,1.0,2.0,92.0,Apartamento
Victor Konder,550000.0,3.0,1.0,1.0,87.6,Apartamento
Escola Agrícola,550000.0,2.0,1.0,2.0,80.0,Apartamento
Vila Formosa,550000.0,3.0,1.0,1.0,104.0,Apartamento
Itoupava Central,550000.0,3.0,1.0,1.0,124.0,Casa
Victor Konder,550000.0,3.0,1.0,1.0,88.0,Apartamento
Itoupava Central,550000.0,2.0,0.0,2.0,125.0,Casa
Velha,550000.0,3.0,3.0,1.0,120.0,Apartamento
Vila Formosa,550000.0,3.0,1.0,2.0,92.9,Apartamento
Ponta Aguda,550000.0,3.0,1.0,1.0,92.0,Apartamento
Velha Central,550000.0,3.0,1.0,2.0,136.9,Casa
Itoupava Norte,550000.0,3.0,1.0,1.0,126.0,Apartamento
Centro,550000.0,3.0,1.0,1.0,120.0,Apartamento
Garcia,550000.0,3.0,1.0,1.0,110.0,Apartamento
Ponta Aguda,550000.0,3.0,1.0,1.0,109.0,Apartamento
Garcia,550000.0,3.0,1.0,1.0,110.0,Apartamento
Ponta Aguda,550000.0,3.0,1.0,2.0,181.5,Apartamento
Ponta Aguda,550000.0,3.0,1.0,2.0,181.0,Apartamento
Ponta Aguda,550000.0,3.0,1.0,2.0,181.0,Apartamento
Badenfurt,550000.0,3.0,1.0,3.0,159.0,Casa
Itoupava Central,550000.0,3.0,0.0,1.0,165.0,Casa
Testo Salto,550000.0,4.0,0.0,4.0,208.2,Casa
Escola Agrícola,555000.0,2.0,1.0,1.0,65.0,Apartamento
Itoupava Seca,555000.0,2.0,1.0,1.0,61.0,Apartamento
Valparaiso,555000.0,3.0,1.0,2.0,96.8,Casa
Itoupava Norte,555000.0,2.0,1.0,2.0,89.9,Apartamento
Itoupava Norte,555000.0,2.0,1.0,2.0,89.0,Apartamento
Vila Nova,555169.0,2.0,1.0,2.0,66.0,Apartamento
Fortaleza,559000.0,2.0,1.0,1.0,71.0,Apartamento
Água Verde,559000.0,3.0,1.0,2.0,108.0,Casa
Vila Nova,560000.0,2.0,1.0,1.0,66.4,Apartamento
Escola Agrícola,560000.0,2.0,1.0,2.0,75.0,Apartamento
Água Verde,560000.0,3.0,1.0,1.0,93.0,Casa
Escola Agrícola,560000.0,2.0,1.0,2.0,75.0,Apartamento
Velha Central,560000.0,3.0,1.0,2.0,120.0,Casa
Fortaleza,560000.0,3.0,1.0,2.0,119.0,Casa
Fortaleza,560000.0,3.0,1.0,2.0,119.0,Casa
Escola Agrícola,560000.0,3.0,1.0,2.0,115.0,Apartamento
Progresso,560000.0,2.0,2.0,2.0,152.0,Casa
Velha,561070.0,3.0,1.0,2.0,86.3,Apartamento
Vila Nova,564823.0,2.0,0.0,1.0,65.0,Apartamento
Itoupavazinha,565000.0,3.0,1.0,2.0,124.0,Casa
Passo Manso,565000.0,3.0,1.0,2.0,129.3,Casa
Vila Nova,566000.0,2.0,1.0,1.0,65.0,Apartamento
Vila Nova,566328.0,2.0,0.0,1.0,64.5,Apartamento
Salto Weissbach,569990.0,2.0,2.0,2.0,91.7,Apartamento
Itoupava Central,569990.0,3.0,1.0,2.0,113.0,Casa
Vila Nova,570000.0,3.0,1.0,2.0,125.0,Casa
Itoupava Central,570000.0,2.0,2.0,2.0,77.4,Casa
Fortaleza,570000.0,2.0,1.0,2.0,78.7,Apartamento
Velha,570000.0,3.0,1.0,1.0,110.2,Apartamento
Itoupava Central,570000.0,3.0,1.0,1.0,112.7,Casa
Salto Weissbach,570000.0,2.0,2.0,2.0,91.0,Apartamento
Victor Konder,570000.0,2.0,1.0,2.0,89.0,Apartamento
Itoupava Central,570000.0,3.0,0.0,1.0,112.0,Casa
Itoupava Central,570000.0,3.0,1.0,2.0,112.0,Casa
Escola Agrícola,570000.0,3.0,1.0,2.0,125.0,Casa
Velha,574000.0,3.0,1.0,2.0,78.0,Apartamento
Velha,574000.0,3.0,1.0,2.0,78.3,Apartamento
Velha,574000.0,3.0,1.0,2.0,78.3,Apartamento
Velha,574000.0,3.0,1.0,2.0,78.0,Apartamento
Velha,574000.0,3.0,1.0,2.0,78.3,Apartamento
Itoupava Seca,575000.0,2.0,2.0,2.0,75.0,Apartamento
Itoupava Seca,575000.0,2.0,2.0,2.0,75.0,Apartamento
Itoupava Seca,575000.0,2.0,2.0,2.0,75.0,Apartamento
Itoupava Seca,575000.0,2.0,2.0,2.0,75.3,Apartamento
Vila Nova,575000.0,2.0,1.0,2.0,74.0,Apartamento
Escola Agrícola,575000.0,2.0,1.0,2.0,78.0,Apartamento
Velha,575000.0,2.0,1.0,2.0,73.0,Apartamento
Escola Agrícola,575000.0,3.0,1.0,2.0,159.0,Casa
Velha,579000.0,2.0,2.0,2.0,98.0,Casa
Água Verde,579990.0,2.0,2.0,1.0,107.2,Casa
Velha,579990.0,2.0,1.0,2.0,100.0,Casa
Itoupava Norte,580000.0,3.0,1.0,2.0,92.0,Casa
Velha,580000.0,2.0,2.0,1.0,119.1,Casa
Água Verde,580000.0,3.0,0.0,2.0,115.0,Casa
Água Verde,580000.0,2.0,2.0,2.0,114.0,Casa
Itoupava Central,580000.0,2.0,2.0,2.0,149.0,Casa
Velha,580000.0,2.0,1.0,1.0,74.2,Apartamento
Itoupava Central,580000.0,2.0,1.0,2.0,108.6,Casa
Água Verde,580000.0,2.0,2.0,1.0,108.0,Casa
Itoupava Norte,580000.0,3.0,1.0,2.0,111.0,Casa
Itoupava Norte,580000.0,3.0,1.0,1.0,111.6,Casa
Itoupava Norte,580000.0,3.0,1.0,2.0,111.7,Casa
Itoupava Norte,580000.0,3.0,1.0,2.0,111.7,Casa
Velha,580000.0,2.0,2.0,2.0,119.0,Casa
Velha,580000.0,2.0,2.0,2.0,120.0,Casa
Velha,580000.0,2.0,2.0,1.0,119.0,Casa
Itoupavazinha,580000.0,3.0,1.0,0.0,110.0,Casa
Velha,580000.0,2.0,2.0,2.0,119.0,Casa
Velha,580000.0,3.0,1.0,2.0,120.0,Casa
Itoupavazinha,580000.0,3.0,0.0,2.0,150.0,Casa
Velha,580000.0,2.0,2.0,2.0,120.0,Casa
Itoupavazinha,580000.0,3.0,1.0,4.0,184.0,Casa
Fortaleza,580000.0,3.0,1.0,5.0,108.0,Casa
Velha Central,585000.0,3.0,1.0,2.0,203.9,Casa
Água Verde,585000.0,3.0,1.0,2.0,121.0,Casa
Vorstadt,585000.0,3.0,1.0,2.0,120.0,Casa
Vorstadt,585000.0,3.0,1.0,2.0,121.0,Casa
Victor Konder,585000.0,2.0,1.0,2.0,92.2,Apartamento
Ribeirão Fresco,585000.0,3.0,1.0,2.0,104.0,Apartamento
Ribeirão Fresco,585000.0,3.0,1.0,2.0,154.0,Apartamento
Ribeirão Fresco,585000.0,3.0,1.0,1.0,154.0,Apartamento
Ribeirão Fresco,585000.0,3.0,1.0,2.0,154.0,Apartamento
Ribeirão Fresco,585000.0,2.0,2.0,2.0,158.0,Casa
Itoupava Seca,586300.0,2.0,1.0,1.0,57.6,Apartamento
Vila Nova,589000.0,2.0,1.0,2.0,110.0,Apartamento
Ribeirão Fresco,589000.0,2.0,2.0,2.0,126.0,Casa
Itoupava Seca,589000.0,2.0,1.0,2.0,101.0,Apartamento
Garcia,589000.0,7.0,1.0,3.0,208.9,Casa
Ribeirão Fresco,589000.0,2.0,2.0,2.0,158.4,Casa
Itoupava Seca,590000.0,2.0,2.0,1.0,68.0,Apartamento
Velha,590000.0,2.0,1.0,1.0,87.0,Apartamento
Vorstadt,590000.0,2.0,2.0,2.0,115.0,Casa
Vila Nova,590000.0,3.0,1.0,1.0,92.0,Casa
Escola Agrícola,590000.0,3.0,1.0,2.0,87.9,Apartamento
Ponta Aguda,590000.0,3.0,1.0,1.0,109.0,Apartamento
Escola Agrícola,590000.0,3.0,1.0,3.0,189.0,Casa
Água Verde,590000.0,3.0,0.0,2.0,183.0,Casa
Itoupava Central,590000.0,2.0,0.0,7.0,141.0,Casa
Itoupava Central,590000.0,2.0,0.0,10.0,141.0,Casa
Velha Central,590000.0,4.0,0.0,5.0,100.0,Casa
Velha,590000.0,4.0,1.0,2.0,130.5,Casa
Fortaleza,590095.0,3.0,1.0,1.0,70.0,Apartamento
Água Verde,594990.0,2.0,1.0,1.0,68.0,Apartamento
Velha,595000.0,3.0,2.0,2.0,86.0,Apartamento
Velha,595000.0,3.0,1.0,1.0,137.2,Casa
Água Verde,595000.0,2.0,1.0,1.0,68.0,Apartamento
Água Verde,595000.0,3.0,1.0,2.0,108.6,Casa
Água Verde,595000.0,3.0,1.0,2.0,108.6,Casa
Água Verde,595000.0,2.0,1.0,1.0,68.8,Apartamento
Salto Norte,595000.0,3.0,3.0,2.0,165.0,Casa
Badenfurt,595000.0,3.0,1.0,2.0,165.0,Casa
Água Verde,596000.0,3.0,1.0,1.0,100.0,Apartamento
Velha Central,599000.0,3.0,1.0,3.0,156.0,Casa
Victor Konder,599000.0,3.0,1.0,1.0,88.8,Apartamento
Salto Weissbach,599000.0,2.0,2.0,2.0,98.2,Apartamento
Vorstadt,599000.0,3.0,1.0,2.0,105.3,Apartamento
Vila Nova,599000.0,3.0,1.0,2.0,144.0,Apartamento
Água Verde,599000.0,3.0,1.0,1.0,195.0,Casa
Água Verde,599000.0,3.0,1.0,4.0,195.0,Casa
Glória,599000.0,6.0,0.0,4.0,298.0,Casa
Vorstadt,599900.0,3.0,1.0,1.0,100.0,Apartamento
Velha,599990.0,3.0,1.0,2.0,126.0,Apartamento
Itoupava Norte,599990.0,2.0,1.0,2.0,157.5,Casa
Itoupava Norte,599990.0,3.0,0.0,2.0,143.0,Casa
Progresso,599990.0,6.0,2.0,3.0,401.0,Casa
Progresso,599990.0,6.0,4.0,2.0,406.0,Casa
Vila Nova,600000.0,2.0,2.0,1.0,77.0,Apartamento
Garcia,600000.0,4.0,0.0,2.0,284.2,Casa
Salto Weissbach,600000.0,2.0,1.0,1.0,73.0,Apartamento
Salto Norte,600000.0,2.0,2.0,2.0,82.2,Casa
Água Verde,600000.0,3.0,1.0,1.0,73.0,Apartamento
Vila Nova,600000.0,2.0,2.0,2.0,81.8,Apartamento
